0.169,0.102,0.06,0.087
6.798,4.804,3.451,4.736
3.316,2.978,2.617,3.436
2.529,2.233,1.913,2.502
5.13,4.437,4.284,5.003
5.125,5.131,3.389,3.573
0.852,0.899,0.796,0.8
1.725,1.465,1.52,2.15
1.248,1.403,1.747,1.114
156.09,184.802,114.077,148.832
319.776,119.129,101.913,122.169
1.95,1.643,1.4,1.883
3.017,2.552,1.468,2.148
1.466,1.424,1.389,1.498
0.154,0.107,0.056,0.081
0.154,0.107,0.054,0.081
0.154,0.107,0.055,0.081
0.154,0.107,0.053,0.081
0.154,0.107,0.054,0.081
0.154,0.107,0.056,0.081
0.154,0.107,0.055,0.081
6.94,5.149,3.188,3.951
4.387,11.526,2.441,3.595
2.599,2.118,1.741,2.439
5.394,4.263,3.66,5.281
4.287,4.504,3.994,4.295
1.284,1.768,1.067,1.125
1.799,1.294,1.52,2.089
1.296,1.339,1.283,1.164
210.638,392.297,192.669,198.327
293.938,192.591,161.024,185.591
2.016,1.55,1.356,1.145
2.964,2.311,1.799,2.961
4.358,4.961,4.137,4.449
0.154,0.107,0.054,0.081
6.94,5.149,3.286,3.951
4.387,11.526,2.33,3.595
2.599,2.118,1.642,2.439
5.394,4.263,3.619,5.281
4.287,4.504,3.606,4.295
1.284,1.768,1.075,1.125
1.799,1.294,1.493,2.089
1.296,1.339,1.295,1.164
210.638,392.297,189.566,198.327
293.938,192.591,156.481,185.591
2.016,1.55,1.35,1.145
2.964,2.311,1.724,2.961
4.358,4.961,4.142,4.449
0.162,0.131,0.109,0.105
6.954,4.997,3.303,4.792
3.965,3.882,3.338,4.524
3.118,2.994,2.299,2.958
4.859,4.993,3.94,5.349
5.171,5.309,4.029,4.373
0.956,1.047,0.992,0.864
2.668,2.295,2.044,2.373
1.464,2.049,1.908,1.362
241.718,433.458,204.391,201.247
210.879,236.853,119.917,153.946
2.614,1.994,2.146,2.735
3.102,2.764,2.992,3.17
2.575,3.406,2.688,2.543
0.154,0.107,0.053,0.081
6.94,5.149,3.166,3.951
4.387,11.526,2.328,3.595
2.599,2.118,1.762,2.439
5.394,4.263,3.478,5.281
4.287,4.504,3.618,4.295
1.284,1.768,1.095,1.125
1.799,1.294,1.625,2.089
1.296,1.339,1.24,1.164
210.638,392.297,182.755,198.327
293.938,192.591,169.508,185.591
2.016,1.55,1.344,1.145
2.964,2.311,1.731,2.961
4.358,4.961,3.77,4.449
0.162,0.131,0.109,0.105
6.954,4.997,3.683,4.792
3.965,3.882,3.414,4.524
3.118,2.994,2.33,2.958
4.859,4.993,4.253,5.349
5.171,5.309,4.209,4.373
0.956,1.047,0.969,0.864
2.668,2.295,2.147,2.373
1.464,2.049,1.464,1.362
241.718,433.458,197.101,201.247
210.879,236.853,108.395,153.946
2.614,1.994,2.269,2.735
3.102,2.764,2.15,3.17
2.575,3.406,2.497,2.543
0.154,0.107,0.054,0.081
6.94,5.149,3.374,3.951
4.387,11.526,2.28,3.595
2.599,2.118,1.794,2.439
5.394,4.263,3.707,5.281
4.287,4.504,4.189,4.295
1.284,1.768,1.096,1.125
1.799,1.294,1.504,2.089
1.296,1.339,1.333,1.164
210.638,392.297,190.028,198.327
293.938,192.591,154.417,185.591
2.016,1.55,1.285,1.145
2.964,2.311,1.897,2.961
4.358,4.961,3.809,4.449
0.162,0.131,0.117,0.105
6.954,4.997,3.622,4.792
3.965,3.882,3.653,4.524
3.118,2.994,2.336,2.958
4.859,4.993,4.148,5.349
5.171,5.309,4.033,4.373
0.956,1.047,0.974,0.864
2.668,2.295,2.059,2.373
1.464,2.049,1.519,1.362
241.718,433.458,190.526,201.247
210.879,236.853,117.215,153.946
2.614,1.994,2.223,2.735
3.102,2.764,2.105,3.17
2.575,3.406,2.321,2.543
0.167,0.099,0.07,0.101
6.889,4.733,3.356,4.529
4.011,3.163,2.668,3.649
2.898,2.291,2.6,3.031
5.58,6.756,4.467,5.737
5.341,5.732,3.368,3.729
0.921,1.001,0.981,0.824
2.503,1.81,1.945,2.285
1.463,1.736,1.441,1.428
288.879,267.683,249.197,262.597
284.511,187.986,170.626,180.819
3.664,8.924,1.877,3.024
2.885,7.666,3.105,3.815
3.672,4.549,4.346,4.45
0.154,0.107,0.057,0.081
6.94,5.149,3.231,3.951
4.387,11.526,2.487,3.595
2.599,2.118,1.788,2.439
5.394,4.263,3.736,5.281
4.287,4.504,3.837,4.295
1.284,1.768,1.086,1.125
1.799,1.294,1.573,2.089
1.296,1.339,1.204,1.164
210.638,392.297,190.467,198.327
293.938,192.591,173.893,185.591
2.016,1.55,1.452,1.145
2.964,2.311,1.795,2.961
4.358,4.961,4.038,4.449
0.162,0.131,0.114,0.105
6.954,4.997,3.389,4.792
3.965,3.882,3.375,4.524
3.118,2.994,2.425,2.958
4.859,4.993,3.974,5.349
5.171,5.309,4.508,4.373
0.956,1.047,1.004,0.864
2.668,2.295,1.918,2.373
1.464,2.049,1.405,1.362
241.718,433.458,201.632,201.247
210.879,236.853,122.555,153.946
2.614,1.994,2.285,2.735
3.102,2.764,2.002,3.17
2.575,3.406,2.708,2.543
0.155,0.083,0.056,0.073
7.565,3.156,2.693,4.509
3.345,2.233,2.179,3.147
2.32,1.795,1.481,3.073
4.55,3.898,3.499,4.81
4.47,5.097,3.321,3.463
1.011,1.029,0.915,0.916
2.091,1.849,1.556,2.077
1.518,1.559,1.795,2.27
184.75,182.204,144.098,158.849
317.765,126.543,123.096,157.832
2.718,10.579,1.723,1.683
2.901,9.488,3.953,4.006
2.195,2.636,1.76,1.826
0.152,0.082,0.053,0.087
6.693,3.798,2.99,4.388
3.079,2.362,2.066,2.995
2.358,2.322,1.876,2.336
4.216,6.751,3.182,4.756
4.689,6.308,3.614,4.551
0.792,1.093,0.793,0.83
1.817,1.419,1.372,2.042
1.415,1.863,1.529,1.166
233.806,310.699,233.011,260.734
286.523,201.826,80.782,131.91
2.037,1.655,1.565,2.065
2.463,2.561,2.312,2.929
3.505,5.183,2.474,3.076
0.162,0.078,0.06,0.079
6.551,3.899,3.482,4.716
3.274,2.532,2.508,3.422
2.404,2.258,1.873,2.398
4.231,3.685,3.803,5.57
4.263,4.112,3.322,4.41
0.793,1.051,0.84,0.734
1.671,2.247,1.839,2.345
1.307,1.337,1.339,1.12
169.5,183.981,161.115,173.056
345.401,151.881,130.968,151.432
1.97,1.665,1.995,2.121
2.706,2.148,1.989,2.045
1.664,2.177,1.78,1.836
0.142,0.101,0.051,0.081
6.818,6.292,4.951,4.854
4.052,13.154,3.058,4.205
2.857,5.929,3.134,3.311
6.127,5.826,4.878,5.632
5.547,14.123,4.646,4.946
2.042,2.202,1.668,1.832
2.872,3.758,1.903,2.188
1.315,1.822,1.274,1.284
206.021,476.595,186.376,182.573
270.441,283.294,152.942,149.122
2.507,2.965,3.456,2.768
3.227,2.688,2.414,2.76
1.96,12.099,3.032,1.319
0.166,0.112,0.048,0.074
6.742,4.128,3.709,4.416
3.734,3.55,3.074,3.746
2.207,6.433,1.492,2.181
4.631,4.539,3.832,5.184
5.074,9.451,3.831,3.648
0.857,1.319,1.059,0.751
2.339,3.618,1.589,2.031
1.442,1.732,1.097,1.045
183.872,262.554,165.552,172.281
217.907,321.12,114.895,122.135
1.446,1.62,1.447,1.072
2.052,1.914,1.362,1.708
1.395,1.553,1.323,0.922
0.168,0.091,0.053,0.078
6.508,4.342,3.825,3.881
3.437,2.606,2.247,3.303
2.681,2.296,1.812,2.667
4.878,7.407,3.879,4.554
5.607,10.385,4.477,5.081
0.856,0.828,0.798,0.645
1.956,1.685,2.034,2.138
1.449,1.351,1.358,1.278
202.05,261.199,151.745,161.699
265.975,196.124,124.282,136.95
2.381,2.561,2.773,4.072
2.626,2.281,2.701,2.454
3.803,5.814,2.703,3.148
0.154,0.106,0.086,0.089
6.297,3.73,4.353,4.761
3.529,2.993,2.546,3.405
2.59,2.299,1.933,2.4
4.982,4.862,4.06,5.434
3.824,4.749,3.87,4.407
0.824,1.114,0.792,0.828
1.654,1.478,1.925,1.861
1.758,2.173,1.622,1.591
193.455,192.792,153.812,149.239
261.31,129.918,135.961,113.162
1.453,2.568,1.814,2.613
2.862,2.923,2.599,2.616
2.354,2.623,2.523,2.098
0.167,0.099,0.069,0.101
760.86,684.79,362.108,579.408
58234.403,152958.688,47176.161,51147.922
3483077.943,4250363.0,3409562.857,3195438.0
2215814002.574,2393477376.0,2705644672.854,2611038464.0
60441653477.709,158913429504.0,81506811802.045,84521558016.0
6165913863.467,10061917184.0,6688909642.125,6374532608.0
242748380081.742,291418800128.0,202227895733.33,217328680960.0
25340926115748.133,31430702792704.0,34345307920946.688,30752391561216.0
0.167,0.099,0.068,0.101
6.889,4.733,3.322,4.529
4.011,3.163,2.757,3.649
2.898,2.291,2.583,3.031
5.58,6.756,4.714,5.737
5.341,5.732,3.361,3.729
0.921,1.001,1.041,0.824
2.503,1.81,1.942,2.285
1.463,1.736,1.484,1.428
288.879,267.683,256.622,262.597
284.511,187.986,164.051,180.819
3.664,8.924,1.99,3.024
2.885,7.666,3.073,3.815
3.672,4.549,4.436,4.45
0.167,0.099,0.064,0.101
6.889,4.733,3.337,4.529
4.011,3.163,2.789,3.649
2.898,2.291,2.505,3.031
5.58,6.756,4.695,5.737
5.341,5.732,3.552,3.729
0.921,1.001,1.024,0.824
2.503,1.81,1.968,2.285
1.463,1.736,1.484,1.428
288.879,267.683,246.19,262.597
284.511,187.986,177.852,180.819
3.664,8.924,2.205,3.024
2.885,7.666,3.829,3.815
3.672,4.549,4.524,4.45
0.154,0.107,0.053,0.081
6.94,5.149,3.177,3.951
4.387,11.526,2.475,3.595
2.599,2.118,1.747,2.439
5.394,4.263,3.566,5.281
4.287,4.504,3.673,4.295
1.284,1.768,1.062,1.125
1.799,1.294,1.513,2.089
1.296,1.339,1.312,1.164
210.638,392.297,188.334,198.327
293.938,192.591,156.923,185.591
2.016,1.55,1.327,1.145
2.964,2.311,1.663,2.961
4.358,4.961,4.168,4.449
0.162,0.131,0.112,0.105
6.954,4.997,3.423,4.792
3.965,3.882,3.486,4.524
3.118,2.994,2.383,2.958
4.859,4.993,4.122,5.349
5.171,5.309,4.332,4.373
0.956,1.047,1.019,0.864
2.668,2.295,2.055,2.373
1.464,2.049,1.504,1.362
241.718,433.458,186.807,201.247
210.879,236.853,109.958,153.946
2.614,1.994,2.003,2.735
3.102,2.764,2.033,3.17
2.575,3.406,2.712,2.543
0.155,0.083,0.05,0.073
7.565,3.156,2.648,4.509
3.345,2.233,2.22,3.147
2.32,1.795,1.552,3.073
4.55,3.898,3.801,4.81
4.47,5.097,3.39,3.463
1.011,1.029,0.816,0.916
2.091,1.849,1.544,2.077
1.518,1.559,1.659,2.27
184.75,182.204,139.128,158.849
317.765,126.543,125.633,157.832
2.718,10.579,1.631,1.683
2.901,9.488,3.272,4.006
2.195,2.636,1.984,1.826
0.152,0.082,0.052,0.087
6.693,3.798,2.699,4.388
3.079,2.362,2.017,2.995
2.358,2.322,1.913,2.336
4.216,6.751,3.333,4.756
4.689,6.308,3.543,4.551
0.792,1.093,0.801,0.83
1.817,1.419,1.417,2.042
1.415,1.863,1.588,1.166
233.806,310.699,245.462,260.734
286.523,201.826,99.042,131.91
2.037,1.655,1.438,2.065
2.463,2.561,2.016,2.929
3.505,5.183,2.737,3.076
0.162,0.078,0.057,0.079
6.551,3.899,3.353,4.716
3.274,2.532,2.488,3.422
2.404,2.258,1.95,2.398
4.231,3.685,3.828,5.57
4.263,4.112,3.653,4.41
0.793,1.051,0.886,0.734
1.671,2.247,1.884,2.345
1.307,1.337,1.415,1.12
169.5,183.981,153.74,173.056
345.401,151.881,106.939,151.432
1.97,1.665,2.53,2.121
2.706,2.148,1.634,2.045
1.664,2.177,1.604,1.836
0.142,0.101,0.054,0.081
6.818,6.292,4.61,4.854
4.052,13.154,3.149,4.205
2.857,5.929,3.255,3.311
6.127,5.826,4.88,5.632
5.547,14.123,4.444,4.946
2.042,2.202,1.706,1.832
2.872,3.758,1.896,2.188
1.315,1.822,1.272,1.284
206.021,476.595,183.4,182.573
270.441,283.294,169.875,149.122
2.507,2.965,2.966,2.768
3.227,2.688,2.715,2.76
1.96,12.099,3.075,1.319
0.166,0.112,0.051,0.074
6.742,4.128,3.581,4.416
3.734,3.55,3.02,3.746
2.207,6.433,1.525,2.181
4.631,4.539,4.168,5.184
5.074,9.451,3.672,3.648
0.857,1.319,1.004,0.751
2.339,3.618,1.581,2.031
1.442,1.732,1.109,1.045
183.872,262.554,160.068,172.281
217.907,321.12,108.374,122.135
1.446,1.62,1.392,1.072
2.052,1.914,1.546,1.708
1.395,1.553,1.162,0.922
0.168,0.091,0.049,0.078
6.508,4.342,3.953,3.881
3.437,2.606,2.311,3.303
2.681,2.296,1.79,2.667
4.878,7.407,4.086,4.554
5.607,10.385,4.435,5.081
0.856,0.828,0.818,0.645
1.956,1.685,1.936,2.138
1.449,1.351,1.339,1.278
202.05,261.199,160.62,161.699
265.975,196.124,157.941,136.95
2.381,2.561,3.284,4.072
2.626,2.281,2.425,2.454
3.803,5.814,2.963,3.148
0.154,0.106,0.089,0.089
6.297,3.73,4.17,4.761
3.529,2.993,2.48,3.405
2.59,2.299,1.977,2.4
4.982,4.862,4.207,5.434
3.824,4.749,3.84,4.407
0.824,1.114,0.88,0.828
1.654,1.478,1.859,1.861
1.758,2.173,1.522,1.591
193.455,192.792,149.821,149.239
261.31,129.918,137.909,113.162
1.453,2.568,1.86,2.613
2.862,2.923,2.633,2.616
2.354,2.623,2.792,2.098
0.167,0.099,0.064,0.101
6.889,4.733,3.456,4.529
4.011,3.163,2.674,3.649
2.898,2.291,2.67,3.031
5.58,6.756,4.559,5.737
5.341,5.732,3.422,3.729
0.921,1.001,1.037,0.824
2.503,1.81,1.951,2.285
1.463,1.736,1.504,1.428
288.879,267.683,255.703,262.597
284.511,187.986,169.904,180.819
3.664,8.924,2.052,3.024
2.885,7.666,3.995,3.815
3.672,4.549,4.426,4.45
0.154,0.107,0.054,0.081
6.94,5.149,3.142,3.951
4.387,11.526,2.49,3.595
2.599,2.118,1.732,2.439
5.394,4.263,3.562,5.281
4.287,4.504,3.635,4.295
1.284,1.768,1.067,1.125
1.799,1.294,1.532,2.089
1.296,1.339,1.231,1.164
210.638,392.297,200.614,198.327
293.938,192.591,170.429,185.591
2.016,1.55,1.201,1.145
2.964,2.311,1.955,2.961
4.358,4.961,3.938,4.449
0.162,0.131,0.114,0.105
6.954,4.997,3.324,4.792
3.965,3.882,3.314,4.524
3.118,2.994,2.376,2.958
4.859,4.993,3.977,5.349
5.171,5.309,4.184,4.373
0.956,1.047,0.973,0.864
2.668,2.295,2.082,2.373
1.464,2.049,1.408,1.362
241.718,433.458,203.7,201.247
210.879,236.853,115.261,153.946
2.614,1.994,2.177,2.735
3.102,2.764,2.428,3.17
2.575,3.406,2.654,2.543
0.155,0.083,0.054,0.073
7.565,3.156,2.616,4.509
3.345,2.233,2.258,3.147
2.32,1.795,1.601,3.073
4.55,3.898,3.606,4.81
4.47,5.097,3.258,3.463
1.011,1.029,0.864,0.916
2.091,1.849,1.556,2.077
1.518,1.559,1.613,2.27
184.75,182.204,147.336,158.849
317.765,126.543,132.764,157.832
2.718,10.579,1.899,1.683
2.901,9.488,3.98,4.006
2.195,2.636,2.157,1.826
0.152,0.082,0.053,0.087
6.693,3.798,3.322,4.388
3.079,2.362,2.048,2.995
2.358,2.322,1.837,2.336
4.216,6.751,3.418,4.756
4.689,6.308,3.628,4.551
0.792,1.093,0.772,0.83
1.817,1.419,1.443,2.042
1.415,1.863,1.514,1.166
233.806,310.699,241.791,260.734
286.523,201.826,81.822,131.91
2.037,1.655,1.861,2.065
2.463,2.561,1.775,2.929
3.505,5.183,2.477,3.076
0.162,0.078,0.06,0.079
6.551,3.899,3.225,4.716
3.274,2.532,2.461,3.422
2.404,2.258,1.875,2.398
4.231,3.685,3.744,5.57
4.263,4.112,3.399,4.41
0.793,1.051,0.815,0.734
1.671,2.247,1.908,2.345
1.307,1.337,1.325,1.12
169.5,183.981,147.289,173.056
345.401,151.881,100.698,151.432
1.97,1.665,1.871,2.121
2.706,2.148,1.705,2.045
1.664,2.177,1.635,1.836
0.142,0.101,0.049,0.081
6.818,6.292,4.795,4.854
4.052,13.154,3.044,4.205
2.857,5.929,3.078,3.311
6.127,5.826,5.065,5.632
5.547,14.123,4.291,4.946
2.042,2.202,1.653,1.832
2.872,3.758,1.989,2.188
1.315,1.822,1.223,1.284
206.021,476.595,177.876,182.573
270.441,283.294,158.327,149.122
2.507,2.965,2.286,2.768
3.227,2.688,2.364,2.76
1.96,12.099,3.086,1.319
0.166,0.112,0.051,0.074
6.742,4.128,3.71,4.416
3.734,3.55,2.994,3.746
2.207,6.433,1.525,2.181
4.631,4.539,4.191,5.184
5.074,9.451,3.496,3.648
0.857,1.319,1.085,0.751
2.339,3.618,1.56,2.031
1.442,1.732,1.12,1.045
183.872,262.554,166.046,172.281
217.907,321.12,110.412,122.135
1.446,1.62,1.427,1.072
2.052,1.914,1.412,1.708
1.395,1.553,1.102,0.922
0.168,0.091,0.048,0.078
6.508,4.342,3.891,3.881
3.437,2.606,2.162,3.303
2.681,2.296,1.776,2.667
4.878,7.407,4.17,4.554
5.607,10.385,4.322,5.081
0.856,0.828,0.798,0.645
1.956,1.685,1.879,2.138
1.449,1.351,1.467,1.278
202.05,261.199,166.974,161.699
265.975,196.124,156.748,136.95
2.381,2.561,2.796,4.072
2.626,2.281,2.607,2.454
3.803,5.814,3.044,3.148
0.154,0.106,0.079,0.089
6.297,3.73,4.149,4.761
3.529,2.993,2.618,3.405
2.59,2.299,1.982,2.4
4.982,4.862,4.253,5.434
3.824,4.749,3.877,4.407
0.824,1.114,0.883,0.828
1.654,1.478,1.915,1.861
1.758,2.173,1.434,1.591
193.455,192.792,156.748,149.239
261.31,129.918,108.533,113.162
1.453,2.568,2.135,2.613
2.862,2.923,2.38,2.616
2.354,2.623,2.66,2.098
